genericId,watsonChatId,responseType,responseText
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,An item assembly structure is a list of spare parts and subassemblies required to build an Asset or to define the requirements of a location. An Item Assembly structure is an Asset Template which list all its components and hierarchy. From the List tab of the Item Master application, display the item record for which you want to create an item assembly structure.  From the Item Assembly Structure tab, click New Row to open the Children window.   Fill in required and additional fields as needed then Save Item. (An asterisk (*) indicates a required field) The following rules apply when creating an item assembly structure: If the parent item is a rotating item, add either rotating or non-rotating items to the item assembly structure. If the parent item is a non-rotating item, add other non-rotating items only to the item assembly structure. Rotating items cannot be added to the item assembly structure if the parent item is not a rotating item. If a rotating item is applied to an item assembly structure, any child rotating items become part of the parent rotating item and do not have their own inventory balance. If the item assembly structure is for an item kit, do not include rotating items or condition-enabled items.
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,You use the Item Master application to define items that are stocked in your storerooms. You group these items in an item set that can be shared by the organizations that use the item set. When you create an item record, you define the main attributes of the item, such as commodity code and order and issue units. You can also specify items that you can use in its place and condition codes that you want applied to the item. 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,option,"How do I create an item assembly structure?" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,You use the Failure Codes application to build and to display failure hierarchies. Hierarchies help you construct accurate histories of the failures that affect your assets and operating locations. 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,option,"Failure Code Hierarchy" "Failure Code Duplicate" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,text,I can help you with these items for Preventive Maintenance:
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,option,"Create Preventive Maintenance" "Edit/Revise Preventive Maintenance" "Search Preventive Maintenance" "Preventive Maintenance Reports" "Preventive Maintenance Errors" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,suggestion,"Search TRM Document Library: KPI Graph Setup" "WorkView: KPI Graph Setup" "Change Subject: KPI Graph Setup" "None of the above: KPI Graph Setup" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,suggestion,"Preventive Maintenance Create: extending a PM" "Preventive Maintenance Search: extending a PM" "Preventive Maintenance Edit/Revise: extending a PM" "Master PM: extending a PM" "PM Hierarchy: extending a PM" "None of the above: extending a PM" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,search,"Loop Calibration .pdf" "How to_ Add Failure Reporting to a Work Order.pdf" "Creation of Data Sheets .pdf" 
null,fdc89de0-c94c-4444-a8c8-3ac45020281d,search,"Combining Elapsed Time & Meters for PMs.pdf" "Working with a Work Order Schedule  .pdf" "How to Create a Time Based Master PM.pdf" 
null,16bf9b61-714d-49af-80d9-3dfcb78c4aa6,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,16bf9b61-714d-49af-80d9-3dfcb78c4aa6,pause,1000
null,16bf9b61-714d-49af-80d9-3dfcb78c4aa6,text,I'm here to assist you with your Maximo related questions
null,16bf9b61-714d-49af-80d9-3dfcb78c4aa6,pause,1000
null,16bf9b61-714d-49af-80d9-3dfcb78c4aa6,text,Please select an option or type your question below
null,16bf9b61-714d-49af-80d9-3dfcb78c4aa6,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,pause,1000
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,text,I'm here to assist you with your Maximo related questions
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,pause,1000
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,text,Please select an option or type your question below
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,c1145ac5-c8dd-4ff3-99ff-9d7b75153ca5,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "Ad Hoc Report Types  .pdf" "Printing Ad Hoc Reports .pdf" 
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,image,NO TEXT FOR image
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,[Request agent →]({"actions":"none","code":0,"exception":null,"message":"https://teams.microsoft.com/_#/conversations/?ctx=chat","messageException":null,"userMessage":"The Agent will be in touch in a few minutes."})
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,pause,1000
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,I'm here to assist you with your Maximo related questions
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,pause,1000
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,Please select an option or type your question below
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,Sorry for the trouble but we need this information to connect you with a best suited agent. 
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,To connect to an agent, we will need some of your information first. Please tell us your name.
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,Ok, please type in your query then wait for an agent.
null,d256c8e9-5810-4d5d-a1f9-7c65a70824c8,text,Ok, please tell me your email.
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,pause,1000
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,text,I'm here to assist you with your Maximo related questions
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,pause,1000
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,text,Please select an option or type your question below
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,b13c2479-909f-4e1f-8c6b-7e4f9d8984e8,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "How to_ Export an AD HOC to Eclipse BIRT Designer.pdf" "Deleting Ad Hoc Reports .pdf" 
null,c1da1b34-8693-4f48-a339-333aef89ffd6,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,c1da1b34-8693-4f48-a339-333aef89ffd6,pause,1000
null,c1da1b34-8693-4f48-a339-333aef89ffd6,text,I'm here to assist you with your Maximo related questions
null,c1da1b34-8693-4f48-a339-333aef89ffd6,pause,1000
null,c1da1b34-8693-4f48-a339-333aef89ffd6,text,Please select an option or type your question below
null,c1da1b34-8693-4f48-a339-333aef89ffd6,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,c1da1b34-8693-4f48-a339-333aef89ffd6,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "How to_ Export an AD HOC to Eclipse BIRT Designer.pdf" "Deleting Ad Hoc Reports .pdf" 
null,75628dfc-0903-43ec-8401-a8a513b4cc19,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,75628dfc-0903-43ec-8401-a8a513b4cc19,pause,1000
null,75628dfc-0903-43ec-8401-a8a513b4cc19,text,I'm here to assist you with your Maximo related questions
null,75628dfc-0903-43ec-8401-a8a513b4cc19,pause,1000
null,75628dfc-0903-43ec-8401-a8a513b4cc19,text,Please select an option or type your question below
null,75628dfc-0903-43ec-8401-a8a513b4cc19,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,75628dfc-0903-43ec-8401-a8a513b4cc19,search,"IDCON CMS 100R Motor AC (With Watermark) (1).pdf" "IDCON CMS 168R Hydraulic Motor (With Watermark).pdf" "JOB PLANS APPLICATION OVERVIEW.pdf" 
null,0964d116-f26a-4d77-a841-f9478e8dc362,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,0964d116-f26a-4d77-a841-f9478e8dc362,pause,1000
null,0964d116-f26a-4d77-a841-f9478e8dc362,text,I'm here to assist you with your Maximo related questions
null,0964d116-f26a-4d77-a841-f9478e8dc362,pause,1000
null,0964d116-f26a-4d77-a841-f9478e8dc362,text,Please select an option or type your question below
null,0964d116-f26a-4d77-a841-f9478e8dc362,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,0964d116-f26a-4d77-a841-f9478e8dc362,search,"IDCON CMS 100R Motor AC (With Watermark) (1).pdf" 
null,0964d116-f26a-4d77-a841-f9478e8dc362,search,"IDCON CMS 199R Lubrication-Single Point Units (With Watermark).pdf" "IDCON CMS 199R Lubrication-Single Point Units (With Watermark) (1).pdf" "Escalations Application .pdf" 
null,3441237f-e861-499b-8e6b-d023e45ab1dc,search,"How to Create and Run a Quick Ad Hoc Report.pdf" "How to_ Export an AD HOC to Eclipse BIRT Designer.pdf" "Deleting Ad Hoc Reports .pdf" 
null,3441237f-e861-499b-8e6b-d023e45ab1dc,video,NO TEXT FOR video
null,3441237f-e861-499b-8e6b-d023e45ab1dc,option,"Work Order Options" 
null,3441237f-e861-499b-8e6b-d023e45ab1dc,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,3441237f-e861-499b-8e6b-d023e45ab1dc,pause,1000
null,3441237f-e861-499b-8e6b-d023e45ab1dc,text,I'm here to assist you with your Maximo related questions
null,3441237f-e861-499b-8e6b-d023e45ab1dc,pause,1000
null,3441237f-e861-499b-8e6b-d023e45ab1dc,text,Please select an option or type your question below
null,3441237f-e861-499b-8e6b-d023e45ab1dc,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,pause,1000
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,text,I'm here to assist you with your Maximo related questions
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,pause,1000
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,text,Please select an option or type your question below
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,text,Work Order Tracking Procedure 1-In the Work Order Tracking application, click the New Work Order icon in the toolbar. 2-Specify whether you are creating the work order for a location, asset, configuration item, or general ledger account. If a selected location has a single associated asset, the asset value is copied to the record. If a selected asset is a linear asset, additional fields display. 3-Optional: Specify a type for the work order and the priority of the work order for scheduling purposes. 4-Specify any additional schedule information and responsibility information. You can specify a job plan, safety plan, failure class, scheduling information, and planned labor, materials, tools, and services. If you specify a job plan or job task that is related to an inspection form, that inspection form is automatically added to the Inspection Form field. 5-Save the work order. Note: An asterisk (*) indicates a required field  Several applications in Maximo can be used to create work orders depending on business process and permissions. - Work Order Tracking - Use to create and report on high-volume or complex work orders. - Changes - Use to create work orders related to service desk tickets. - Condition Monitoring - Use to generate work orders to correct problem conditions found during monitoring procedures. - Incidents - Use to create work orders related to service desk tickets - Preventive Maintenance - Use to generate scheduled maintenance work orders. - Problems - Use to create work orders related to service desk tickets. - Quick Reporting - Use to create work orders and report actual work done for simple jobs, unplanned work, or work not performed by the maintenance department. - Releases - Use to create work orders related to service desk tickets. - Service Requests - Use to create work orders related to service desk tickets.
null,92a1ba9b-ef6d-46b3-9fe4-c9b4e386eedb,option,"Edit a Work Order" "Service Request" "Preventive Maintenance" 
null,af814a22-8e63-4be8-87ea-033115337628,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,af814a22-8e63-4be8-87ea-033115337628,pause,1000
null,af814a22-8e63-4be8-87ea-033115337628,text,I'm here to assist you with your Maximo related questions
null,af814a22-8e63-4be8-87ea-033115337628,pause,1000
null,af814a22-8e63-4be8-87ea-033115337628,text,Please select an option or type your question below
null,af814a22-8e63-4be8-87ea-033115337628,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,af814a22-8e63-4be8-87ea-033115337628,search,"IDCON CMS 100R Motor AC (With Watermark) (1).pdf" "IDCON CMS 168R Hydraulic Motor (With Watermark).pdf" "JOB PLANS APPLICATION OVERVIEW.pdf" 
null,af814a22-8e63-4be8-87ea-033115337628,search,"IDCON CMS 196R Limit Switch-Rotary (With Watermark).pdf" 
null,af814a22-8e63-4be8-87ea-033115337628,search,"IDCON CMS 196R Limit Switch-Rotary (With Watermark).pdf" "IDCON CMS 182R Proximity Switch-Inductive (With Watermark).pdf" "IDCON CMS 187R Meter-Magnetic Flow (With Watermark).pdf" 
null,77e4a2fc-18cd-47ae-9ee5-b68f06ecbfcc,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,77e4a2fc-18cd-47ae-9ee5-b68f06ecbfcc,pause,1000
null,77e4a2fc-18cd-47ae-9ee5-b68f06ecbfcc,text,I'm here to assist you with your Maximo related questions
null,77e4a2fc-18cd-47ae-9ee5-b68f06ecbfcc,pause,1000
null,77e4a2fc-18cd-47ae-9ee5-b68f06ecbfcc,text,Please select an option or type your question below
null,77e4a2fc-18cd-47ae-9ee5-b68f06ecbfcc,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,suggestion,"Preventive Maintenance Create: Preventive Maintenance Create" "Search TRM Document Library: Preventive Maintenance Create" "None of the above: Preventive Maintenance Create" 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,text,In the Preventive Maintenance application, on the toolbar, click New PM. If the PM field is empty, specify a value. Enter a description. Click Long Description if you need more space. In the Location, Asset, or GL Account fields, specify a value. The asset or location is the entity for which you intend to schedule work - you must enter a value in one of these fields. If you have specified a GL account, when work orders are generated from the PM record, the system takes any unspecified segments from the associated location and or asset. Optional: Build a PM for the assets on a route. In the Route field, specify a value. Fill the remaining required fields as appropriate. Select the Use this PM to Trigger PM Hierarchy check box if you want to generate work orders for the entire hierarchy when this PM becomes due. If you want to generate a work order for only this PM when it becomes due, and not the other PMs in the hierarchy, clear the check box.  Select the Child Work Orders and Tasks Will Inherit Status Changes check box if you want work orders generated from this PM to inherit status changes from a parent work order.  Click the Frequency tab. In the Work Order Generation Information section, select the following check boxes as appropriate: Use Last Work Order's Start Date to Calculate Next Due Date Select this check box if you want generated work orders to be calculated from the target start date of the last work order. If you do not want to calculate the Next Due Date based on the target start of the last work order (for example, if you want the next work order to be generated when the last work order was completed instead), clear the check box.  Generate Work Order Based on Meter Readings (Do Not Estimate) Select this check box if you want work orders generated only when the defined meter reading has been reached. Clear this check box if you want the next work order due date to be based on the average metered usage.  Generate Work Order When Meter Frequency is Reached Select this check box if you want work orders for this PM to be automatically generated when the meter frequency has been reached and entered. This check box can only be selected if the Generate WO Based on Meter Reading (Do Not Estimate) check box has been selected.  Define the frequency with which you want the PM to generate work orders. The PM frequency can be time-based, meter-based, or both. For time-based master PMs, define the frequency criteria as wanted. For meter-based master PMs, define the frequency criteria as wanted. If the PM is a seasonal PM, define the days/dates that you want the PM to be active on the Seasonal Dates tab. On the Job Plan Sequence tab, enter job plan data for the PM. If the PM is the parent record in a PM hierarchy, define the child PMs on the PM Hierarchy tab. Click Save PM.
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,option,"Edit/Revise Preventive Maintenance" "Search Preventive Maintenance" "PM Hierarchy" "PM Forecast" 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,pause,1000
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,text,I'm here to assist you with your Maximo related questions
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,pause,1000
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,text,Please select an option or type your question below
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,text,I can help you with these items for Preventive Maintenance:
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,option,"Create Preventive Maintenance" "Edit/Revise Preventive Maintenance" "Search Preventive Maintenance" "Preventive Maintenance Reports" "Preventive Maintenance Errors" 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,suggestion,"How do I create an item master record?: create an item master" "What is the Item Master application used for?: create an item master" "None of the above: create an item master" 
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,text,On the toolbar of the Item Master application, click New Item. Fill in required and additional fields as needed then Save Item. (An asterisk (*) indicates a required field)
null,6c6c2990-c8ed-4e1c-a364-cafd400fd5e5,option,"What is the Item Master Application?" "What is an Item Master Status?" "What is a storeroom?" "How do I add items to storerooms?" 
null,af814a22-8e63-4be8-87ea-033115337628,suggestion,"Search TRM Document Library: single point units" "Right Answer: single point units" "Chart of Accounts: single point units" "Key Terms: single point units" "None of the above: single point units" 
null,af814a22-8e63-4be8-87ea-033115337628,search,"IDCON CMS 199R Lubrication-Single Point Units (With Watermark).pdf" "IDCON CMS 199R Lubrication-Single Point Units (With Watermark) (1).pdf" 
null,af814a22-8e63-4be8-87ea-033115337628,search,"IDCON CMS 199R Lubrication-Single Point Units (With Watermark).pdf" "IDCON CMS 199R Lubrication-Single Point Units (With Watermark) (1).pdf" "RampUp Walk Thru - Rules Manager.pdf" 
null,af814a22-8e63-4be8-87ea-033115337628,text,Awesome! I'm glad to hear I was able to help you. Anything else I may assist you with today? 
null,af814a22-8e63-4be8-87ea-033115337628,text,1. In the Chart of Accounts application, select the organization for which you want to create a general ledger account code. 2. Click New Row. 3. Specify the component values for the general ledger account value. 4. Click OK. 5. Optional: Change the long description. If you change the descriptions for component values, the general ledger account description is not updated. Update the general ledger account description manually. 6. Optional: Specify the appropriate type code. 7. The default for the Active Date field is the date that the general ledger account is created. 8. To activate the account at a different date, specify a future date. The general ledger account remains inactive until the date specified is reached. The read-only Active check box shows as cleared to indicate that the account is not active. 9. If you want the general ledger account to expire by a specific date, specify a date in the Expiration Date field. 10. Save your changes.
null,dabb905c-9130-4b06-80cb-0ab65363df30,search,"IDCON CMS 100R Motor AC (With Watermark) (1).pdf" "IDCON CMS 168R Hydraulic Motor (With Watermark).pdf" "Asset Templates .pdf" 
null,f28db28d-3612-4aba-8bc6-87c6fdc86ea5,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,f28db28d-3612-4aba-8bc6-87c6fdc86ea5,pause,1000
null,f28db28d-3612-4aba-8bc6-87c6fdc86ea5,text,I'm here to assist you with your Maximo related questions
null,f28db28d-3612-4aba-8bc6-87c6fdc86ea5,pause,1000
null,f28db28d-3612-4aba-8bc6-87c6fdc86ea5,text,Please select an option or type your question below
null,f28db28d-3612-4aba-8bc6-87c6fdc86ea5,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,dabb905c-9130-4b06-80cb-0ab65363df30,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,dabb905c-9130-4b06-80cb-0ab65363df30,pause,1000
null,dabb905c-9130-4b06-80cb-0ab65363df30,text,I'm here to assist you with your Maximo related questions
null,dabb905c-9130-4b06-80cb-0ab65363df30,pause,1000
null,dabb905c-9130-4b06-80cb-0ab65363df30,text,Please select an option or type your question below
null,dabb905c-9130-4b06-80cb-0ab65363df30,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,9864dc12-ee28-4d7b-bf92-b93117161182,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,9864dc12-ee28-4d7b-bf92-b93117161182,pause,1000
null,9864dc12-ee28-4d7b-bf92-b93117161182,text,I'm here to assist you with your Maximo related questions
null,9864dc12-ee28-4d7b-bf92-b93117161182,pause,1000
null,9864dc12-ee28-4d7b-bf92-b93117161182,text,Please select an option or type your question below
null,9864dc12-ee28-4d7b-bf92-b93117161182,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,dabb905c-9130-4b06-80cb-0ab65363df30,search,"IDCON CMS 100R Motor AC (With Watermark) (1).pdf" "IDCON CMS 168R Hydraulic Motor (With Watermark).pdf" "Item Master Application - ROTATING ITEMS.pdf" 
null,76223e78-625d-4f1c-a3de-3169f7f5249f,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,76223e78-625d-4f1c-a3de-3169f7f5249f,pause,1000
null,76223e78-625d-4f1c-a3de-3169f7f5249f,text,I'm here to assist you with your Maximo related questions
null,76223e78-625d-4f1c-a3de-3169f7f5249f,pause,1000
null,76223e78-625d-4f1c-a3de-3169f7f5249f,text,Please select an option or type your question below
null,76223e78-625d-4f1c-a3de-3169f7f5249f,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,0aae7fe8-4a43-4362-9062-96c76550d002,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,0aae7fe8-4a43-4362-9062-96c76550d002,pause,1000
null,0aae7fe8-4a43-4362-9062-96c76550d002,text,I'm here to assist you with your Maximo related questions
null,0aae7fe8-4a43-4362-9062-96c76550d002,pause,1000
null,0aae7fe8-4a43-4362-9062-96c76550d002,text,Please select an option or type your question below
null,0aae7fe8-4a43-4362-9062-96c76550d002,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,f9a4d120-da67-4a5a-9bf3-f75c36da83ee,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,f9a4d120-da67-4a5a-9bf3-f75c36da83ee,pause,1000
null,f9a4d120-da67-4a5a-9bf3-f75c36da83ee,text,I'm here to assist you with your Maximo related questions
null,f9a4d120-da67-4a5a-9bf3-f75c36da83ee,pause,1000
null,f9a4d120-da67-4a5a-9bf3-f75c36da83ee,text,Please select an option or type your question below
null,f9a4d120-da67-4a5a-9bf3-f75c36da83ee,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,092f5a6f-0399-4d60-b15b-e995d252264f,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,092f5a6f-0399-4d60-b15b-e995d252264f,pause,1000
null,092f5a6f-0399-4d60-b15b-e995d252264f,text,I'm here to assist you with your Maximo related questions
null,092f5a6f-0399-4d60-b15b-e995d252264f,pause,1000
null,092f5a6f-0399-4d60-b15b-e995d252264f,text,Please select an option or type your question below
null,092f5a6f-0399-4d60-b15b-e995d252264f,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,995f96b2-ae80-45fe-ad6f-34a0b492abe3,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,995f96b2-ae80-45fe-ad6f-34a0b492abe3,pause,1000
null,995f96b2-ae80-45fe-ad6f-34a0b492abe3,text,I'm here to assist you with your Maximo related questions
null,995f96b2-ae80-45fe-ad6f-34a0b492abe3,pause,1000
null,995f96b2-ae80-45fe-ad6f-34a0b492abe3,text,Please select an option or type your question below
null,995f96b2-ae80-45fe-ad6f-34a0b492abe3,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,53afdb91-75fe-4f33-af85-e51d046c9bf6,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,53afdb91-75fe-4f33-af85-e51d046c9bf6,pause,1000
null,53afdb91-75fe-4f33-af85-e51d046c9bf6,text,I'm here to assist you with your Maximo related questions
null,53afdb91-75fe-4f33-af85-e51d046c9bf6,pause,1000
null,53afdb91-75fe-4f33-af85-e51d046c9bf6,text,Please select an option or type your question below
null,53afdb91-75fe-4f33-af85-e51d046c9bf6,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,735eb01c-26f0-4e2b-918a-97827aa78b47,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,735eb01c-26f0-4e2b-918a-97827aa78b47,pause,1000
null,735eb01c-26f0-4e2b-918a-97827aa78b47,text,I'm here to assist you with your Maximo related questions
null,735eb01c-26f0-4e2b-918a-97827aa78b47,pause,1000
null,735eb01c-26f0-4e2b-918a-97827aa78b47,text,Please select an option or type your question below
null,735eb01c-26f0-4e2b-918a-97827aa78b47,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,a63748ff-2e02-4dee-bf75-c1bc714e344e,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,a63748ff-2e02-4dee-bf75-c1bc714e344e,pause,1000
null,a63748ff-2e02-4dee-bf75-c1bc714e344e,text,I'm here to assist you with your Maximo related questions
null,a63748ff-2e02-4dee-bf75-c1bc714e344e,pause,1000
null,a63748ff-2e02-4dee-bf75-c1bc714e344e,text,Please select an option or type your question below
null,a63748ff-2e02-4dee-bf75-c1bc714e344e,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,abe64b85-ffaa-4a45-951f-79a3bcc03247,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,abe64b85-ffaa-4a45-951f-79a3bcc03247,pause,1000
null,abe64b85-ffaa-4a45-951f-79a3bcc03247,text,I'm here to assist you with your Maximo related questions
null,abe64b85-ffaa-4a45-951f-79a3bcc03247,pause,1000
null,abe64b85-ffaa-4a45-951f-79a3bcc03247,text,Please select an option or type your question below
null,abe64b85-ffaa-4a45-951f-79a3bcc03247,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,a6028642-efc1-4543-aac7-242f771bee03,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,a6028642-efc1-4543-aac7-242f771bee03,pause,1000
null,a6028642-efc1-4543-aac7-242f771bee03,text,I'm here to assist you with your Maximo related questions
null,a6028642-efc1-4543-aac7-242f771bee03,pause,1000
null,a6028642-efc1-4543-aac7-242f771bee03,text,Please select an option or type your question below
null,a6028642-efc1-4543-aac7-242f771bee03,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,b147b707-f0c3-4ba2-8917-8735d1b2947c,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,b147b707-f0c3-4ba2-8917-8735d1b2947c,pause,1000
null,b147b707-f0c3-4ba2-8917-8735d1b2947c,text,I'm here to assist you with your Maximo related questions
null,b147b707-f0c3-4ba2-8917-8735d1b2947c,pause,1000
null,b147b707-f0c3-4ba2-8917-8735d1b2947c,text,Please select an option or type your question below
null,b147b707-f0c3-4ba2-8917-8735d1b2947c,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
null,0d46acf6-d7dc-43ef-a7e9-09524b487b4c,text, Hi there, I am TRM's virtual assistant! 👋🏽 
null,0d46acf6-d7dc-43ef-a7e9-09524b487b4c,pause,1000
null,0d46acf6-d7dc-43ef-a7e9-09524b487b4c,text,I'm here to assist you with your Maximo related questions
null,0d46acf6-d7dc-43ef-a7e9-09524b487b4c,pause,1000
null,0d46acf6-d7dc-43ef-a7e9-09524b487b4c,text,Please select an option or type your question below
null,0d46acf6-d7dc-43ef-a7e9-09524b487b4c,option,"Work Order" "Purchase Order" "Preventive Maintenance" "Service Request" "User Access" "Reports" "What is Maximo" 
